0,0.64
1,0.9216
2,0.28901376
3,0.821939226
4,0.585420539
5,0.970813326
6,0.113339247
7,0.401973849
8,0.961563495
9,0.14783656
10,0.503923646
11,0.99993842
12,0.000246305
13,0.000984976
14,0.003936025
15,0.015682131
16,0.061744808
17,0.231729548
18,0.712123859
19,0.820013873
20,0.590364483
21,0.967337041
22,0.126384362
23,0.441645421
24,0.986378972
25,0.053741981
26,0.203415122
27,0.648149641
28,0.912206736
29,0.320342428
30,0.870892628
31,0.449754634
32,0.989901613
33,0.039985639
34,0.153547151
35,0.519881693
36,0.998418873
37,0.006314507
38,0.025098538
39,0.097874404
40,0.35318002
41,0.913775574
42,0.315159096
43,0.863335361
44,0.471949661
45,0.996852714
46,0.012549522
47,0.049568127
48,0.188444511
49,0.611732709
50,0.950063207
51,0.189772438
52,0.61503544
53,0.94706739
54,0.200522995
55,0.641254094
56,0.920189124
57,0.293764402
58,0.829867512
59,0.564749697
60,0.983229907
61,0.065955428
62,0.246421239
63,0.742791249
64,0.764209638
65,0.720773069
66,0.805037009
67,0.627809693
68,0.934658729
69,0.244287156
70,0.738443765
71,0.772578283
72,0.702804318
73,0.835481634
74,0.549808293
75,0.990076536
76,0.039299956
77,0.151021877
78,0.512857079
79,0.999338782
80,0.002643123
81,0.010544547
82,0.041733437
83,0.15996703
84,0.537510318
85,0.994371904
86,0.022385682
87,0.087538253
88,0.319501229
89,0.869680775
90,0.4533445
91,0.991293057
92,0.034524528
93,0.13333034
94,0.462213442
95,0.994288704
96,0.022714708
97,0.088795
98,0.323641792
99,0.87559113
100,0.435725213
101,0.983475007
102,0.06500767
103,0.243126693
104,0.736064416
105,0.777094365
106,0.692874851
107,0.851197167
108,0.506642198
109,0.999823525
110,0.000705776
111,0.002821112
112,0.011252615
113,0.044503974
114,0.17009348
115,0.564646752
116,0.98328319
117,0.065749433
118,0.245705781
119,0.741337801
120,0.767024264
121,0.71479217
122,0.815457294
123,0.601946782
124,0.958427415
125,0.159377221
126,0.535904491
127,0.99484347
128,0.02051976
129,0.080394797
130,0.295725895
131,0.833088361
132,0.556208576
133,0.987362384
134,0.049911627
135,0.189681826
136,0.614810524
137,0.947274175
138,0.199783251
139,0.639479615
140,0.922181748
141,0.287050286
142,0.818609677
143,0.593951494
144,0.964692467
145,0.136243644
146,0.470725253
147,0.996571957
148,0.013665167
149,0.053913721
150,0.204028128
151,0.649602605
152,0.910476243
153,0.326037017
