0,0
0.005025126,0.02428545
0.010050251,0.491534126
0.015075377,0.835477522
0.020100503,0.072518418
0.025125628,0.999863194
0.030150754,0.099873977
0.035175879,0.830612936
0.040201005,0.114945553
0.045226131,0.989917676
0.050251256,0.428994953
0.055276382,0.544626804
0.060301508,0.070170301
0.065326633,0.961855911
0.070351759,0.834549319
0.075376884,0.320193914
0.08040201,0.249071011
0.085427136,0.769125312
0.090452261,0.889369474
0.095477387,0.131564956
0.100502513,0.717268591
0.105527638,0.258057746
0.110552764,0.021424256
0.115577889,0.258365101
0.120603015,0.295398709
0.125628141,0.907115465
0.130653266,0.98590086
0.135678392,0.992967228
0.140703518,0.014902026
0.145728643,0.121282594
0.150753769,0.152765362
0.155778894,0.658382918
0.16080402,0.281226756
0.165829146,0.178401005
0.170854271,0.621545664
0.175879397,0.056853279
0.180904523,0.666442453
0.185929648,0.001403586
0.190954774,0.951274899
0.195979899,0.725899643
0.201005025,0.128879177
0.206030151,0.081054727
0.211055276,0.156465384
0.216080402,0.36558598
0.221105528,0.745044137
0.226130653,0.104407845
0.231155779,0.925508274
0.236180905,0.819398646
0.24120603,0.961314628
0.246231156,0.955798585
0.251256281,0.133740339
0.256281407,0.96760472
0.261306533,0.335137733
0.266331658,0.019739194
0.271356784,0.006359858
0.27638191,0.17825911
0.281407035,0.881183981
0.286432161,0.011180483
0.291457286,0.589423837
0.296482412,0.347037289
0.301507538,0.1726489
0.306532663,0.498343279
0.311557789,0.293749392
0.316582915,0.07498059
0.32160804,0.143708816
0.326633166,0.597888583
0.331658291,0.62135203
0.336683417,0.967028443
0.341708543,0.789567165
0.346733668,0.745458559
0.351758794,0.698109075
0.35678392,0.08540991
0.361809045,0.989723528
0.366834171,0.146816421
0.371859296,0.375856115
0.376884422,0.830995999
0.381909548,0.010693655
0.386934673,0.369081031
0.391959799,0.98371653
0.396984925,0.884121245
0.40201005,0.897374091
0.407035176,0.329738722
0.412060302,0.744163307
0.417085427,0.009291693
0.422110553,0.024352748
0.427135678,0.861363079
0.432160804,0.386227644
0.43718593,0.039036442
0.442211055,0.000376061
0.447236181,0.011809391
0.452261307,0.28958092
0.457286432,0.911513969
0.462311558,0.294452622
0.467336683,0.073572258
0.472361809,0.266367636
0.477386935,0.583545892
0.48241206,0.966219329
0.487437186,0.097636617
0.492462312,0.760541767
0.497487437,0.885372001
0.502512563,0.276542987
0.507537688,0.760541767
0.512562814,0.097636617
0.51758794,0.966219329
0.522613065,0.001649435
0.527638191,0.067234412
0.532663317,0.073572258
0.537688442,0.294452622
0.542713568,0.911513969
0.547738693,0.030957828
0.552763819,0.011809391
0.557788945,0.000376061
0.56281407,0.039036442
0.567839196,0.386227644
0.572864322,0.316252774
0.577889447,0.010231525
0.582914573,0.009291693
0.587939698,0.744163307
0.592964824,0.329738722
0.59798995,0.897374091
0.603015075,0.884121245
0.608040201,0.98371653
0.613065327,0.369081031
0.618090452,0.010693655
0.623115578,0.327220221
0.628140704,0.926737293
0.633165829,0.146816421
0.638190955,0.989723528
0.64321608,0.08540991
0.648241206,0.252052778
0.653266332,0.745458559
0.658291457,0.789567165
0.663316583,0.967028443
0.668341709,0.62135203
0.673366834,0.099841779
0.67839196,0.143708816
0.683417085,0.07498059
0.688442211,0.293749392
0.693467337,0.498343279
0.698492462,0.01168447
0.703517588,0.347037289
0.708542714,0.392995486
0.713567839,0.011180483
0.718592965,0.881183981
0.72361809,0.735632757
0.728643216,0.738239081
0.733668342,0.019739194
0.738693467,0.335137733
0.743718593,0.96760472
0.748743719,0.133740339
0.753768844,0.955798585
0.75879397,0.9990506
0.763819095,0.001983457
0.768844221,0.925508274
0.773869347,0.104407845
0.778894472,0.745044137
0.783919598,0.071917722
0.788944724,0.156465384
0.793969849,0.081054727
0.798994975,0.122178163
0.804020101,0.903411825
0.809045226,0.951274899
0.814070352,0.001403586
0.819095477,0.666442453
0.824120603,0.056853279
0.829145729,0.621545664
0.834170854,0.995661573
0.83919598,0.281226756
0.844221106,0.658382918
0.849246231,0.152765362
0.854271357,0.269465133
0.859296482,0.234245069
0.864321608,0.214032623
0.869346734,0.98590086
0.874371859,0.907115465
0.879396985,0.012789882
0.884422111,0.00762832
0.889447236,0.705451848
0.894472362,0.719019633
0.899497487,0.270982342
0.904522613,0.854997531
0.909547739,0.999725208
0.914572864,0.974335699
0.91959799,0.622032256
0.924623116,0.035123932
0.929648241,0.7646569
0.934673367,0.893242483
0.939698492,0.863257706
0.944723618,0.647730157
0.949748744,0.428994953
0.954773869,0.928307282
0.959798995,0.920520314
0.964824121,0.078432981
0.969849246,0.423688647
0.974874372,0.999458132
0.979899497,0.092830316
0.984924623,0.916798768
0.989949749,0.597772928
0.994974874,0.122482185
1,0
